,topic,category 0,category 1,category 2,category 3,category 4,category 5
1000,Healthcare Provider Diversity,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Cultural Competence in Healthcare Delivery,Healthcare Provider Diversity
1001,Culturally Tailored Health Programs,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Cultural Competence in Healthcare Delivery,Culturally Tailored Health Programs
1002,Patient Safety Incidents,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient Safety Incidents,
1003,Medication Errors in Hospitals,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient Safety Incidents,Medication Errors in Hospitals
1004,Infection Rates in Healthcare Facilities,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Patient Experience with Healthcare Services,Patient Safety Incidents,Infection Rates in Healthcare Facilities
1005,Access to Healthcare Resources,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,,
1006,Availability of Medical Professionals,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Availability of Medical Professionals,
1007,Doctor-to-patient ratio,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Availability of Medical Professionals,Doctor-to-patient ratio
1008,Distribution of specialists,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Availability of Medical Professionals,Distribution of specialists
1009,Availability of rural healthcare workers,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Availability of Medical Professionals,Availability of rural healthcare workers
1010,Distribution of Medical Supplies,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Distribution of Medical Supplies,
1011,Distribution to Rural Areas,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Distribution of Medical Supplies,Distribution to Rural Areas
1012,Equitable Allocation Across Demographics,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Distribution of Medical Supplies,Equitable Allocation Across Demographics
1013,Timeliness of Supply Distribution,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Distribution of Medical Supplies,Timeliness of Supply Distribution
1014,Stock Levels at Healthcare Facilities,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Distribution of Medical Supplies,Stock Levels at Healthcare Facilities
1015,Access to Health Insurance Coverage,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Access to Health Insurance Coverage,
1016,Enrollment Rates in National Health Insurance Programs,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Access to Health Insurance Coverage,Enrollment Rates in National Health Insurance Programs
1017,Coverage of Preventive Health Services,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Access to Health Insurance Coverage,Coverage of Preventive Health Services
1018,Availability of Subsidized Health Plans,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Access to Health Insurance Coverage,Availability of Subsidized Health Plans
1019,Access to Employer-Provided Health Insurance,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Access to Healthcare Resources,Access to Health Insurance Coverage,Access to Employer-Provided Health Insurance
1020,Wait Times for Medical Services,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,,
1021,Patient Triage Time,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,Patient Triage Time,
1022,Emergency Room Wait Time,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,Patient Triage Time,Emergency Room Wait Time
1023,Nurse-to-Patient Ratio,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,Patient Triage Time,Nurse-to-Patient Ratio
1024,Availability of Triage Personnel,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,Patient Triage Time,Availability of Triage Personnel
1025,Patient Information Processing Time,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,Patient Triage Time,Patient Information Processing Time
1026,Specialist Appointment Scheduling,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,Specialist Appointment Scheduling,
1027,Appointment Availability,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,Specialist Appointment Scheduling,Appointment Availability
1028,Patient Wait Times for Specialist Appointments,Social Metrics,Healthcare Access and Quality,Patient Satisfaction Levels,Wait Times for Medical Services,Specialist Appointment Scheduling,Patient Wait Times for Specialist Appointments
1029,Cultural Engagement Rates,Social Metrics,Cultural Engagement Rates,,,,
1030,Participation in Traditional Arts Events,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,,,
1031,Frequency of Traditional Dance Performances,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,,
1032,Community Participation in Dance Events,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Community Participation in Dance Events,
1033,Attendance Rates at Dance Events,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Community Participation in Dance Events,Attendance Rates at Dance Events
1034,Diversity of Participant Demographics,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Community Participation in Dance Events,Diversity of Participant Demographics
1035,Frequency of Dance Workshops and Classes,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Community Participation in Dance Events,Frequency of Dance Workshops and Classes
1036,Number of Dance Groups and Troupes Active,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Number of Dance Groups and Troupes Active,
1037,Traditional Dance Groups,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Number of Dance Groups and Troupes Active,Traditional Dance Groups
1038,Contemporary Dance Troupes,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Number of Dance Groups and Troupes Active,Contemporary Dance Troupes
1039,Dance Training Facilities,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Number of Dance Groups and Troupes Active,Dance Training Facilities
1040,Cultural Exchange Programs,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Frequency of Traditional Dance Performances,Number of Dance Groups and Troupes Active,Cultural Exchange Programs
1041,Participation in Traditional Music Workshops,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Participation in Traditional Music Workshops,,
1042,Number of Registered Participants,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Participation in Traditional Music Workshops,Number of Registered Participants,
1043,Local Community Events,Social Metrics,Cultural Engagement Rates,Participation in Traditional Arts Events,Participation in Traditional Music Workshops,Number of Registered Participants,Local Community Events
